employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
895,F,1989,34.0,Married,4,Sales Executive,Sales,No,3,Full Time,Yes,Unknown,No,2,1,3,3,1,2,Unknown,4,65380.0,5448.33,674.5555555555557,15,3,3,3,1,3,9,
896,M,1980,43.0,Unknown,21,Laboratory Technician,Research & Development,No,3,,Yes,Unknown,Unknown,1,1,1,4,1,2,Unknown,3,22583.333333333332,1881.67,232.968253968254,20,4,3,4,1,3,7,
897,F,1980,43.0,Unknown,8,Healthcare Representative,Research & Development,No,5,Part Time,Yes,travel_rarely,Yes,2,0,3,3,0,2,Other,4,53914.11,4492.84,556.2566609977324,14,3,3,3,4,3,4,
898,M,1992,31.0,Married,1,Laboratory Technician,Research & Development,No,4,Part Time,No,travel_rarely,No,1,1,3,3,3,2,Unknown,2,22180.0,1866.6666666666667,228.84126984126985,12,4,2,1,3,,1,4
899,M,1998,25.0,Married,3,Laboratory Technician,Research & Development,Yes,2,Part Time,Yes,travel_rarely,No,1,1,5,3,0,2,Medical,3,28111.13,2342.59,290.03550973654063,13,1,3,1,3,,5,6
900,M,1978,45.0,Married,10,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,No,1,2,3,,0,2,Life Sciences,2,26540.0,2211.67,273.8253968253968,21,1,3,4,4,2,3,8
901,F,1971,52.0,Married,4,Manager,Unknown,No,5,Full Time,No,travel_rarely,No,4,0,2,3,1,4,Life Sciences,2,153407.07,12783.92,1582.7713464696226,13,4,3,4,4,1,2,31
902,F,1989,34.0,Unknown,6,Sales Representative,Sales,Yes,2,Part Time,Yes,travel_frequently,No,1,1,3,3,1,0,Unknown,2,28111.13,2342.59,290.03550973654063,16,4,1,3,4,2,0,3
903,F,1997,26.0,Divorced,23,Research Scientist,Research & Development,No,3,Part Time,Yes,travel_rarely,No,1,2,3,4,0,2,Life Sciences,3,28111.13,2342.59,290.03550973654063,22,1,3,4,2,1,1,
904,M,1994,29.0,Unknown,3,Research Director,Research & Development,No,10,Full Time,Yes,Unknown,No,3,0,2,3,0,7,Unknown,4,119350.0,9945.83,1231.388888888889,18,2,2,3,3,3,1,
905,F,1994,29.0,Married,25,Research Scientist,Research & Development,Yes,2,Part Time,No,Unknown,No,1,0,2,3,1,1,Technical Degree,5,25460.0,2120.556666666667,262.6825396825397,16,3,2,2,2,4,5,6
906,M,1977,46.0,Married,2,Research Director,Research & Development,No,3,Full Time,No,Unknown,No,4,0,2,3,0,1,Life Sciences,3,178610.0,14937.503333333334,1842.801587301588,13,1,3,3,3,1,6,
907,F,1977,46.0,Unknown,10,Sales Executive,Sales,No,3,,No,Unknown,Unknown,3,1,3,3,1,2,Marketing,3,100071.84000000001,8339.32,1032.4872861766066,19,3,2,4,3,3,2,15
908,M,1993,30.0,Single,7,Sales Representative,Sales,No,3,Part Time,Yes,travel_rarely,Unknown,1,0,3,3,1,2,Marketing,1,28111.13,2342.59,290.03550973654063,14,4,3,2,1,3,0,
909,F,1989,34.0,Divorced,23,Human Resources,Human Resources,Yes,3,Part Time,No,travel_frequently,Yes,3,3,2,3,0,2,Unknown,3,100071.84,8339.32,1032.4872861766066,15,2,3,1,3,3,9,
910,M,1981,42.0,Married,5,Laboratory Technician,Research & Development,No,2,Part Time,Yes,Unknown,No,1,1,4,3,2,0,Other,2,28111.13,2342.59,290.03550973654063,17,2,3,3,4,,4,
911,M,2001,22.0,Single,25,Laboratory Technician,Research & Development,Yes,2,Full Time,Yes,Unknown,No,1,0,3,3,1,2,Technical Degree,1,38940.0,3245.0,401.7619047619048,16,3,2,3,3,3,5,4
912,M,1994,29.0,Divorced,19,Manufacturing Director,Research & Development,No,3,Part Time,Yes,travel_rarely,No,2,2,2,3,1,2,Technical Degree,3,42620.0,3532.5,439.73015873015873,12,4,3,4,2,4,4,8
913,F,1977,46.0,Married,18,Healthcare Representative,Research & Development,No,2,,Yes,travel_frequently,No,3,0,3,3,1,2,Medical,1,105270.0,8708.333333333334,1086.1190476190477,11,1,3,3,4,2,5,
914,M,1991,32.0,Unknown,11,Sales Executive,Sales,Yes,4,Part Time,Yes,Unknown,Unknown,2,0,2,3,1,2,Other,4,53914.11,4492.84,556.2566609977324,12,4,4,3,4,3,8,
915,M,1999,24.0,Unknown,24,Sales Representative,Sales,No,2,,No,Unknown,No,1,2,3,3,2,1,Medical,3,23990.0,2000.0,247.6190476190476,13,4,3,4,3,3,0,3
916,M,1988,35.0,Single,25,Laboratory Technician,Research & Development,No,3,Part Time,No,travel_rarely,No,2,0,3,3,0,2,Unknown,2,36810.0,3042.5,379.78571428571433,14,1,2,4,4,3,4,
917,F,1981,42.0,Married,2,Healthcare Representative,Research & Development,No,10,Part Time,Yes,Unknown,No,2,2,4,3,2,2,Life Sciences,4,53914.11,4492.84,556.2566609977324,13,3,3,4,2,3,1,10
918,F,1975,48.0,Married,1,Manager,Unknown,No,3,Full Time,Yes,travel_rarely,No,4,1,3,3,0,2,Unknown,4,153407.07,12783.92,1582.7713464696226,11,4,2,1,1,1,7,21
919,F,1979,44.0,Unknown,1,Human Resources,Human Resources,No,2,Part Time,Yes,travel_rarely,No,2,0,1,,0,2,Unknown,4,53914.11,4492.84,556.2566609977324,11,1,2,3,2,4,4,10
920,F,1989,34.0,Unknown,14,Sales Representative,Sales,No,8,Part Time,Yes,Unknown,Yes,1,2,3,3,0,6,Unknown,3,28111.13,2342.59,290.03550973654063,18,3,3,3,4,3,1,8
921,M,2002,21.0,Unknown,22,Sales Representative,Sales,No,3,Full Time,Yes,Unknown,Unknown,1,0,2,,1,2,Technical Degree,1,34470.0,2872.5,355.6428571428571,11,3,3,3,3,3,1,
922,M,1979,44.0,Unknown,3,Manager,Unknown,No,2,,Yes,travel_rarely,Unknown,5,1,2,3,0,1,Unknown,4,195493.33333333334,16260.83,2013.246031746032,12,4,3,4,1,4,4,26
923,M,2001,22.0,Married,6,Research Scientist,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,1,0,3,4,2,2,Medical,1,28111.13,2342.59,290.03550973654063,20,1,3,3,4,3,0,
924,F,1997,26.0,Unknown,6,Laboratory Technician,Research & Development,No,3,,No,travel_rarely,Yes,1,1,2,,0,2,Unknown,3,26570.0,2215.83,274.3412698412698,13,3,3,4,3,3,1,
925,M,1987,36.0,Unknown,9,Manufacturing Director,Research & Development,No,3,Full Time,Yes,Unknown,Yes,2,1,2,3,0,2,Medical,2,88470.0,7372.5,912.7857142857142,11,2,2,2,3,3,2,13
926,M,1996,27.0,Single,3,Research Scientist,Research & Development,No,4,Part Time,Yes,Unknown,Unknown,1,0,0,3,1,1,Medical,4,20450.0,1702.5,210.9920634920635,13,1,2,4,4,3,0,5
927,M,2000,23.0,Unknown,4,Research Scientist,Research & Development,No,3,Part Time,No,travel_rarely,Unknown,1,1,3,3,0,2,Unknown,3,28111.13,2342.59,290.03550973654063,16,1,4,1,1,4,2,5
928,M,1998,25.0,Unknown,8,Sales Executive,Sales,No,3,Part Time,No,Unknown,No,2,1,4,4,1,2,Life Sciences,3,48510.0,4042.5,500.5,22,4,4,2,3,3,0,4
929,M,1975,48.0,Married,14,Sales Executive,Sales,No,2,Full Time,Yes,Unknown,Unknown,2,0,3,3,2,2,Unknown,1,81200.0,6377.22,837.7777777777778,12,14,4,2,4,3,3,
930,F,1999,24.0,Single,3,Sales Executive,Sales,Yes,2,Part Time,Yes,travel_rarely,No,2,0,3,3,2,0,Life Sciences,2,45770.0,3814.17,472.23015873015873,14,1,3,3,1,3,9,
931,M,1963,60.0,Single,16,Sales Executive,Sales,No,2,Full Time,No,travel_rarely,No,2,0,1,3,2,2,Unknown,4,54050.0,4497.893333333333,557.6587301587302,14,1,3,1,4,3,8,10
932,M,1973,50.0,Married,8,Sales Representative,Sales,No,2,Part Time,Yes,Unknown,No,1,1,2,3,2,2,Marketing,4,28111.13,2342.59,290.03550973654063,15,4,3,2,4,3,7,4
933,M,1979,44.0,Single,24,Laboratory Technician,Research & Development,No,5,Full Time,No,non-travel,Unknown,1,0,5,3,1,4,Unknown,3,37080.0,3042.5,382.57142857142856,14,1,1,3,3,3,2,9
934,F,1976,47.0,Divorced,3,Sales Executive,Sales,No,22,Full Time,Yes,travel_frequently,Yes,4,2,2,3,11,13,Unknown,3,137700.0,11475.0,1420.7142857142858,12,4,3,3,4,2,9,28
935,M,1981,42.0,Divorced,19,Research Scientist,Research & Development,Yes,2,Part Time,Yes,Unknown,Unknown,1,0,2,3,2,2,Unknown,3,28111.13,2342.59,290.03550973654063,12,3,4,3,4,3,6,
936,M,1980,43.0,Married,15,Sales Executive,Sales,No,2,Part Time,Yes,travel_frequently,Unknown,2,1,5,,2,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,18,4,2,4,3,3,3,7
937,F,1983,40.0,Single,2,Research Scientist,Research & Development,No,4,Part Time,No,Unknown,Unknown,1,0,2,4,2,3,Unknown,1,28111.13,2342.59,290.03550973654063,20,4,2,4,4,2,0,5
938,M,1994,29.0,Unknown,10,Sales Representative,Sales,No,2,,No,Unknown,No,1,2,2,3,2,2,Unknown,3,23010.0,1914.17,236.9920634920635,14,4,3,2,4,3,1,
939,M,1970,53.0,Single,6,Laboratory Technician,Research & Development,No,2,Part Time,No,Unknown,Unknown,2,0,4,3,2,2,Unknown,3,24500.0,2041.67,252.7777777777778,17,4,3,4,4,3,2,19
940,M,2000,23.0,Single,12,Research Scientist,Research & Development,No,2,Part Time,No,travel_rarely,Unknown,1,0,3,3,0,2,Medical,1,28111.13,2342.59,290.03550973654063,18,1,4,3,4,3,1,
941,M,1968,55.0,Unknown,2,Manager,Unknown,Yes,5,,No,Unknown,Yes,5,1,2,3,1,4,Medical,3,191324.62,15943.72,1973.9841269841268,13,4,3,1,4,3,5,24
942,F,1997,26.0,Unknown,1,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_frequently,No,1,1,2,3,2,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,14,1,1,4,1,3,3,
943,F,1989,34.0,Single,1,Research Scientist,Research & Development,No,4,,No,travel_rarely,No,1,0,2,3,1,3,Unknown,4,28111.13,2342.59,290.03550973654063,16,2,4,4,3,3,2,
944,M,1996,27.0,Married,8,Sales Executive,Sales,No,4,Part Time,Yes,Unknown,Unknown,2,1,3,3,1,1,Marketing,1,43420.0,3618.33,447.984126984127,19,3,3,4,2,3,0,5
945,F,1988,35.0,Unknown,8,Sales Representative,Sales,No,3,,Yes,travel_rarely,No,1,1,1,3,0,2,Unknown,4,25673.333333333332,2143.33,265.3650793650794,16,1,3,4,2,2,1,3
946,M,1993,30.0,Married,18,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_rarely,No,1,2,2,,0,2,Unknown,3,28111.13,2342.59,290.03550973654063,21,4,1,3,3,3,3,7
947,F,1989,34.0,Unknown,8,Sales Executive,Sales,No,3,,Yes,Unknown,No,2,1,1,3,1,2,Unknown,2,65006.666666666664,5416.67,670.6349206349207,17,3,3,1,2,3,5,
948,F,1971,52.0,Unknown,25,Laboratory Technician,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,2,1,3,4,1,4,Life Sciences,4,31490.0,2624.17,324.8968253968254,20,25,3,3,2,3,8,9
949,F,1990,33.0,Single,16,Sales Executive,Sales,Yes,3,Part Time,No,travel_rarely,Unknown,2,0,3,3,0,2,Marketing,3,53240.0,4436.67,549.3015873015873,15,1,3,1,3,3,5,
950,F,1988,35.0,Single,20,Research Scientist,Research & Development,No,2,Part Time,No,travel_rarely,No,1,0,0,3,2,2,Unknown,4,28111.13,2342.59,290.03550973654063,13,20,4,3,3,3,3,7
951,M,1995,28.0,Single,2,Research Scientist,Research & Development,Yes,2,Full Time,Yes,Unknown,No,1,0,3,3,2,1,Unknown,4,43820.0,3651.67,452.1111111111112,17,3,3,3,4,2,6,5
952,M,1987,36.0,Married,13,Human Resources,Human Resources,No,5,Part Time,Yes,travel_rarely,Unknown,1,1,2,3,0,4,Human Resources,3,28111.13,2342.59,290.03550973654063,13,3,3,2,2,3,4,
953,F,1989,34.0,Single,16,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_frequently,No,1,0,3,3,1,3,Unknown,4,25530.0,2127.5,263.4047619047619,16,3,2,4,3,3,1,6
954,M,1989,34.0,Unknown,3,Human Resources,Human Resources,No,3,,No,Unknown,Unknown,1,1,1,3,0,2,Unknown,2,28111.13,2342.59,290.03550973654063,19,3,3,4,3,1,0,4
955,M,1979,44.0,Single,4,Healthcare Representative,Research & Development,No,5,Full Time,Yes,travel_rarely,Unknown,2,0,2,3,2,3,Unknown,3,59330.0,4944.17,612.1349206349206,12,4,3,2,4,2,9,10
956,M,1991,32.0,Divorced,13,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,Unknown,2,1,3,3,0,3,Life Sciences,4,44030.0,3637.5,454.2777777777778,11,2,3,4,3,2,2,8
957,F,1970,53.0,Married,7,Sales Executive,Sales,No,5,Full Time,No,Unknown,Yes,3,1,3,3,0,4,Unknown,2,109340.0,9111.67,1128.1111111111113,18,1,2,4,4,3,7,35
958,M,2001,22.0,Unknown,1,Manufacturing Director,Research & Development,No,2,Part Time,No,Unknown,Unknown,2,2,2,4,2,2,Life Sciences,2,53914.11,4492.84,556.2566609977324,22,4,2,4,1,1,6,4
959,M,1979,44.0,Unknown,8,Laboratory Technician,Research & Development,No,3,Part Time,No,travel_rarely,Yes,1,1,2,4,0,2,Life Sciences,4,28111.13,2342.59,290.03550973654063,24,1,4,4,3,2,2,10
960,F,1988,35.0,Divorced,25,Research Scientist,Research & Development,Yes,10,Part Time,Yes,travel_frequently,Unknown,1,1,3,3,7,8,Life Sciences,4,20220.0,1685.0,208.6190476190476,19,4,3,2,1,2,1,10
961,M,1998,25.0,Unknown,4,Sales Executive,Sales,No,5,Part Time,No,Unknown,No,2,0,1,3,0,3,Unknown,1,42560.0,3546.67,439.1111111111112,12,3,2,1,1,4,1,5
962,F,1974,49.0,Unknown,1,Research Scientist,Research & Development,No,4,,No,travel_rarely,No,1,1,2,3,0,2,Technical Degree,3,35913.333333333336,2983.33,369.3650793650794,16,3,3,1,2,3,2,7
963,M,1999,24.0,Unknown,19,Laboratory Technician,Research & Development,No,5,Part Time,No,non-travel,Unknown,1,0,2,3,3,4,Life Sciences,1,28111.13,2342.59,290.03550973654063,17,1,2,4,4,2,0,
964,M,1985,38.0,Unknown,9,Sales Representative,Sales,No,2,Full Time,Yes,travel_rarely,Unknown,1,1,3,3,1,2,Marketing,3,28990.0,2415.83,299.10317460317464,19,2,2,2,4,3,0,3
965,F,1994,29.0,Unknown,1,Sales Representative,Sales,Yes,3,Part Time,No,travel_rarely,Yes,1,3,3,3,0,2,Medical,3,28111.13,2342.59,290.03550973654063,19,2,2,3,3,3,6,5
966,F,1980,43.0,Married,1,Healthcare Representative,Research & Development,No,5,,Yes,travel_frequently,Unknown,2,1,2,3,2,2,Life Sciences,3,55416.666666666664,4635.0,573.8571428571429,13,4,3,4,2,2,4,12
967,M,1995,28.0,Single,5,Sales Executive,Sales,No,4,Part Time,No,travel_rarely,Unknown,2,0,3,3,0,2,Medical,4,53914.11,4492.84,556.2566609977324,14,1,3,4,2,3,1,4
968,F,2003,20.0,Single,2,Sales Representative,Sales,Yes,2,Part Time,Yes,travel_rarely,Unknown,1,0,3,3,0,2,Unknown,3,28111.13,2342.59,290.03550973654063,13,3,2,3,4,2,1,2
969,F,1976,47.0,Single,2,Sales Representative,Sales,No,3,,Yes,Unknown,Yes,1,0,3,3,1,2,Life Sciences,4,28111.13,2342.59,290.03550973654063,18,4,2,4,1,2,1,3
970,F,2001,22.0,Married,3,Manufacturing Director,Research & Development,Yes,3,Part Time,Yes,travel_rarely,Yes,2,1,3,3,0,2,Life Sciences,1,53914.11,4492.84,556.2566609977324,19,2,3,3,1,4,0,4
971,F,1995,28.0,Divorced,9,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,No,1,1,2,3,2,2,Medical,3,23770.0,1980.83,245.2460317460317,18,3,3,3,2,3,5,6
972,M,1984,39.0,Married,6,Laboratory Technician,Research & Development,Yes,2,Part Time,Yes,Unknown,Unknown,1,0,2,4,2,2,Medical,3,24040.0,1995.5533333333333,248.031746031746,21,4,3,1,4,1,7,
973,M,1990,33.0,Single,1,Research Scientist,Research & Development,No,3,Part Time,No,travel_rarely,Unknown,1,0,1,3,0,2,Unknown,4,27990.0,2332.5,288.7857142857143,11,3,2,1,2,3,3,
974,M,1987,36.0,Single,7,Research Scientist,Research & Development,No,6,Part Time,Yes,travel_rarely,Unknown,1,0,6,3,0,1,Other,4,28111.13,2342.59,290.03550973654063,18,2,3,4,3,3,2,8
975,F,1988,35.0,Unknown,48,Sales Executive,Sales,No,5,,Yes,travel_rarely,Unknown,2,0,3,3,1,0,Unknown,3,53914.11000000001,4492.84,556.2566609977324,16,3,3,3,2,3,1,5
976,M,1992,31.0,Single,9,Research Scientist,Research & Development,Yes,3,Part Time,No,Unknown,Yes,1,0,0,4,1,2,Medical,2,28111.13,2342.59,290.03550973654063,22,3,2,1,1,3,0,4
977,F,1990,33.0,Single,13,Research Scientist,Research & Development,No,3,Full Time,No,travel_rarely,Unknown,1,0,4,3,0,2,Life Sciences,1,34520.0,2876.67,356.1587301587302,18,2,3,4,1,3,3,5
978,F,1996,27.0,Married,24,Laboratory Technician,Research & Development,No,2,Part Time,No,Unknown,No,1,1,2,3,2,2,Unknown,4,28110.0,2342.5,290.0238095238095,14,24,3,2,2,3,9,4
979,F,1993,30.0,Married,22,Research Scientist,Research & Development,Yes,5,Part Time,Yes,travel_rarely,Unknown,1,0,2,3,0,1,Unknown,3,28111.13,2342.59,290.03550973654063,11,1,3,3,2,,4,
980,F,1999,24.0,Divorced,17,Manufacturing Director,Research & Development,No,4,Part Time,No,Unknown,No,2,2,6,3,3,2,Medical,1,43770.0,3647.5,451.5952380952381,15,4,2,3,2,3,1,5
981,M,1988,35.0,Divorced,14,Laboratory Technician,Research & Development,Yes,4,Part Time,No,travel_rarely,Yes,1,1,2,4,0,2,Other,4,28111.13,2342.59,290.03550973654063,24,3,2,2,4,1,1,5
982,F,1993,30.0,Unknown,5,Laboratory Technician,Research & Development,Yes,3,Part Time,Yes,Unknown,Unknown,1,0,3,3,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,17,2,3,2,1,3,0,4
983,M,1975,48.0,Unknown,6,Healthcare Representative,Research & Development,No,2,,Yes,travel_rarely,No,2,0,0,3,2,2,Unknown,3,42423.333333333336,3533.33,437.4603174603175,13,1,2,3,4,3,2,19
984,F,1982,41.0,Unknown,7,Manufacturing Director,Research & Development,No,2,,No,travel_rarely,Unknown,2,0,6,3,2,1,Medical,2,53914.11000000001,4492.84,556.2566609977324,14,4,3,3,2,3,6,8
985,F,1996,27.0,Unknown,2,Manufacturing Director,Research & Development,No,3,Part Time,Yes,Unknown,Unknown,2,1,2,3,2,2,Unknown,4,42270.0,3522.5,436.1190476190477,18,1,3,4,2,,0,
986,M,1988,35.0,Unknown,10,Laboratory Technician,Research & Development,No,3,Full Time,No,travel_rarely,No,1,1,4,4,1,2,Other,3,39170.0,3264.17,404.1349206349206,20,2,3,4,1,2,1,3
987,M,1997,26.0,Single,29,Sales Executive,Sales,Yes,2,Part Time,Yes,non-travel,No,2,0,6,3,2,2,Medical,2,49690.0,4160.0,512.6746031746031,18,2,1,1,4,3,8,
988,F,1990,33.0,Unknown,8,Sales Representative,Sales,No,2,Part Time,No,non-travel,Unknown,1,0,2,3,2,2,Life Sciences,1,28111.13,2342.59,290.03550973654063,19,2,2,4,4,2,0,
989,M,1997,26.0,Married,2,Research Scientist,Research & Development,Yes,3,Part Time,Yes,Unknown,Unknown,1,1,2,3,1,2,Life Sciences,3,20420.0,1701.67,210.6825396825397,14,1,3,1,2,3,6,6
990,M,1985,38.0,Unknown,3,Research Scientist,Research & Development,No,2,,No,travel_frequently,No,1,1,2,3,2,2,Unknown,4,28197.043333333335,2350.83,291.05555555555554,16,3,3,3,1,3,3,8
991,M,1977,46.0,Unknown,47,Research Director,Research & Development,No,2,Full Time,Yes,Unknown,No,5,2,0,3,2,2,Medical,4,191324.62,15943.72,1973.9841269841268,17,47,3,4,4,3,9,23
992,F,2003,20.0,Single,9,Sales Representative,Sales,Yes,2,Part Time,Yes,Unknown,Yes,1,0,3,3,0,2,Marketing,3,28111.13,2342.59,290.03550973654063,14,4,3,4,2,3,1,2
993,M,1993,30.0,Married,20,Manufacturing Director,Research & Development,No,6,,No,Unknown,Unknown,2,1,1,3,0,2,Other,3,99720.61333333333,8297.5,1027.309523809524,15,20,3,1,3,2,0,7
994,M,1996,27.0,Married,8,Laboratory Technician,Research & Development,No,3,Part Time,No,non-travel,Unknown,1,3,4,3,1,2,Unknown,5,28111.13,2342.59,290.03550973654063,19,1,1,3,4,,1,3
995,M,1968,55.0,Married,2,Manufacturing Director,Research & Development,No,3,Part Time,Yes,Unknown,No,3,1,4,3,1,2,Unknown,1,100071.84,8339.32,1032.4872861766066,18,4,3,2,2,3,3,23
996,M,1990,33.0,Unknown,5,Healthcare Representative,Research & Development,No,3,,Yes,travel_rarely,No,3,1,2,3,1,2,Life Sciences,3,100071.84,8339.32,1032.4872861766066,15,4,2,4,3,3,4,
997,M,1995,28.0,Unknown,15,Laboratory Technician,Research & Development,No,4,,Yes,Unknown,No,1,1,5,3,2,2,Life Sciences,2,22070.0,1839.17,227.7063492063492,16,1,3,3,4,2,1,4
998,M,1989,34.0,Unknown,3,Healthcare Representative,Research & Development,No,6,,Yes,Unknown,No,2,0,1,3,0,4,Life Sciences,1,77613.33333333333,6463.33,800.2222222222223,17,1,3,4,3,2,0,
999,M,1990,33.0,Single,25,Research Scientist,Research & Development,Yes,2,Part Time,No,Unknown,Yes,1,0,0,4,2,2,Medical,3,28111.13,2342.59,290.03550973654063,20,1,2,2,2,3,4,5
1000,F,1990,33.0,Married,7,Sales Executive,Sales,No,3,Part Time,No,Unknown,No,2,1,3,3,0,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,17,4,3,2,3,3,0,4
1001,F,2002,21.0,Single,1,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,Yes,1,0,6,3,2,2,Unknown,1,20700.0,1731.9433333333334,213.57142857142856,11,4,2,2,3,4,1,2
1002,M,1992,31.0,Married,20,Sales Representative,Sales,No,2,,Yes,travel_frequently,No,1,1,4,,2,2,Unknown,3,27910.0,2337.56,287.96031746031747,12,3,4,4,1,3,0,3
1003,M,1988,35.0,Divorced,11,Sales Executive,Sales,No,5,,Yes,Unknown,Unknown,2,1,3,3,0,2,Marketing,2,53914.11000000001,4492.84,556.2566609977324,11,4,3,4,4,3,1,5
1004,M,1989,34.0,Single,2,Manufacturing Director,Research & Development,No,3,,Yes,Unknown,No,2,0,3,3,0,2,Unknown,2,53914.11000000001,4492.84,556.2566609977324,11,4,3,3,4,,2,
1005,F,1990,33.0,Single,9,Sales Executive,Sales,Yes,5,Full Time,No,Unknown,Unknown,2,0,3,3,0,3,Unknown,4,82240.0,6377.22,848.5079365079365,17,1,3,1,1,3,0,6
1006,M,1992,31.0,Unknown,15,Laboratory Technician,Research & Development,Yes,2,Part Time,Yes,Unknown,No,1,1,5,3,2,2,Medical,3,26100.0,2145.83,269.2857142857143,12,3,3,3,3,2,1,
1007,F,1986,37.0,Unknown,25,Healthcare Representative,Research & Development,No,6,Full Time,Yes,travel_rarely,No,2,2,2,3,1,3,Unknown,2,57310.0,4775.83,591.2936507936508,13,3,2,4,3,3,7,9
1008,M,1996,27.0,Married,6,Research Scientist,Research & Development,No,4,Part Time,Yes,travel_rarely,No,1,1,0,,2,2,Unknown,3,25390.0,2120.556666666667,261.96031746031747,13,4,2,3,3,3,1,4
1009,M,1988,35.0,Married,4,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_frequently,Unknown,1,1,2,3,2,2,Other,4,23760.0,1987.7766666666666,245.1428571428572,13,4,2,4,2,4,1,2
1010,F,1967,56.0,Divorced,4,Manager,Unknown,No,5,Full Time,Yes,Unknown,No,5,1,2,3,4,2,Unknown,4,191324.62,15943.72,1973.9841269841268,13,4,3,1,4,3,4,28
1011,F,1978,45.0,Unknown,7,Research Scientist,Research & Development,No,3,Part Time,Yes,Unknown,Yes,1,1,2,3,0,2,Medical,3,28111.13,2342.59,290.03550973654063,19,1,3,3,3,,4,
1012,M,2003,20.0,Single,3,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,1,0,2,3,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,12,1,2,3,1,2,1,2
1013,F,1973,50.0,Unknown,2,Manager,Unknown,No,2,Full Time,Yes,travel_frequently,No,4,1,3,4,2,2,Unknown,3,153407.07,12783.92,1582.7713464696226,22,4,3,1,3,,2,
1014,M,1977,46.0,Unknown,15,Research Director,Research & Development,No,4,Full Time,Yes,Unknown,Unknown,5,1,2,3,0,3,Life Sciences,2,190810.0,15943.72,1968.6746031746031,11,4,3,2,1,3,5,25
1015,F,1991,32.0,Married,13,Laboratory Technician,Research & Development,No,2,Part Time,Yes,Unknown,No,1,1,2,4,2,2,Other,3,27430.0,2286.1133333333332,283.0079365079365,20,3,2,2,3,3,1,2
1016,F,1988,35.0,Married,8,Sales Executive,Sales,No,13,Part Time,No,Unknown,Unknown,3,1,6,3,4,12,Unknown,2,100071.84,8339.32,1032.4872861766066,11,3,2,4,2,2,4,16
1017,F,1994,29.0,Divorced,1,Research Scientist,Research & Development,No,3,Full Time,Yes,Unknown,No,1,3,5,3,1,2,Life Sciences,3,37600.0,3133.33,387.936507936508,15,1,3,4,1,,1,3
1018,F,2002,21.0,Unknown,10,Laboratory Technician,Research & Development,Yes,2,,Yes,travel_frequently,Unknown,1,0,2,4,2,2,Unknown,2,28111.13,2342.59,290.03550973654063,20,1,2,3,3,1,1,2
1019,F,1989,34.0,Unknown,2,Sales Executive,Sales,No,3,Part Time,Yes,travel_rarely,Unknown,2,0,3,3,0,2,Marketing,3,45380.0,3781.67,468.2063492063493,12,3,3,1,4,3,0,4
1020,M,1995,28.0,Single,1,Laboratory Technician,Research & Development,No,4,Part Time,No,Unknown,Yes,1,0,2,3,0,2,Medical,4,28111.13,2342.59,290.03550973654063,11,4,3,3,3,2,0,
1021,M,1988,35.0,Married,6,Research Scientist,Research & Development,No,3,Part Time,No,travel_rarely,Yes,1,0,3,,2,2,Life Sciences,1,28111.13,2342.59,290.03550973654063,14,3,3,3,4,3,0,4
